20150803,20150901,20151001,20151102,20151201,20160104,20160201,20160302,20160401,20160502,20160601,20160701,20160801,20160901,20161004,20161101,20161201,20170102,20170201,20170302,20170403,20170502,20170601,20170703,20170801,20170901,20171010,20171101,20171201,20180102,20180201,20180302,20180402,20180502,20180601,20180702,20180801,20180903,20181001,20181101,20181203,20190102,20190201,20190304,20190401,20190502,20190603,20190701,20190801,20190902,20191001,20191101,20191202,20200102,20200203,20200302,20200401,20200504,20200601,20200701,20200803,20200901,20201005,20201102,20201201,20210104,20210201,20210302,20210401,20210503,20210601,20210701,20210802,20210901,20211001,20211101,20211201,20220103,20220203,20220302,20220401,20220502,20220602,20220701,20220801,20220901,20221004,20221101,20221201,20230102,20230201,20230302,20230403,20230502,20230601,20230703,20230801,20230901,20231004,20231101,20231201,20240102,20240201,20240304,20240401,20240502,20240603,20240701,20240801,20240902,20241002,20241101,20241202,20250102,20250203,20250304,20250401,20250502,20250602,20250701,20250801,20250901,20251001,20251103,20251201,20260102,20260202
A080160,A080160,A080160,A080160,A080160,A086900,A086900,A086900,A086980,A086980,A086980,A086980,A086980,A086980,A086980,A086980,A086980,A092040,A092040,A092040,A092040,A092040,A092040,A095660,A095660,A095660,A095660,A095660,A095660,A095660,A095660,A095700,A096530,A096530,A096530,A095700,A095700,A095700,A095700,A095700,A095700,A095610,A095610,A095610,A092040,A091990,A092040,A095700,A095700,A095700,A095700,A095700,A095700,A108320,A108320,A108320,A112040,A112040,A112040,A108320,A108320,A108320,A108320,A108320,A108320,A138080,A138080,A138080,A138080,A138080,A138080,A137400,A138080,A137400,A137400,A138080,A140410,A140860,A140860,A140860,A141080,A141080,A141080,A145020,A145020,A145020,A145020,A145020,A145020,A182400,A182400,A182400,A182400,A183300,A183300,A189300,A189300,A189300,A189300,A189300,A189300,A204270,A204270,A204270,A204270,A214150,A214150,A214450,A214450,A214450,A214370,A214370,A214370,A214370,A214370,A214370,A214370,A214370,A214370,A204270,A204270,A204270,A204270,A204270,A204270,A214370,A214370
A082270,A082270,A082270,A082270,A082270,A086980,A086980,A086980,A089600,A089600,A089600,A089600,A089600,A089600,A089600,A089600,A089600,A095340,A095340,A095340,A095340,A095340,A095340,A095700,A095700,A095700,A095700,A095700,A095700,A095700,A095700,A096530,A098460,A098460,A098460,A096530,A096530,A096530,A096530,A096530,A096530,A095700,A095700,A095700,A092730,A092040,A092730,A096530,A096530,A096530,A096530,A096530,A096530,A112040,A112040,A112040,A115450,A115450,A115450,A112040,A112040,A112040,A112040,A112040,A112040,A140410,A140410,A140410,A140410,A140410,A140410,A138080,A140410,A138080,A138080,A140410,A140860,A141080,A141080,A141080,A144510,A144510,A144510,A151910,A151910,A151910,A151910,A151910,A151910,A183300,A183300,A183300,A183300,A189300,A189300,A195940,A195940,A195940,A195940,A195940,A195940,A213420,A213420,A213420,A213420,A214370,A214370,A215000,A215000,A215000,A214450,A214450,A214450,A214450,A214450,A214450,A214450,A214450,A214450,A213420,A213420,A213420,A213420,A213420,A213420,A214430,A214430
A083650,A083650,A083650,A083650,A083650,A089600,A089600,A089600,A091700,A091700,A091700,A091700,A091700,A091700,A091700,A091700,A091700,A095660,A095660,A095660,A095660,A095660,A095660,A096530,A096530,A096530,A096530,A096530,A096530,A096530,A096530,A098460,A099190,A099190,A099190,A098460,A098460,A098460,A098460,A098460,A098460,A096530,A096530,A096530,A095610,A092730,A095610,A098460,A098460,A098460,A098460,A098460,A098460,A115450,A115450,A115450,A115960,A115960,A115960,A115450,A115450,A115450,A115450,A115450,A115450,A141080,A141080,A141080,A141080,A141080,A141080,A140410,A140860,A140410,A140410,A140860,A141080,A144510,A144510,A144510,A145020,A145020,A145020,A166090,A166090,A166090,A166090,A166090,A166090,A189300,A189300,A189300,A189300,A195940,A195940,A196170,A196170,A196170,A196170,A196170,A196170,A214150,A214150,A214150,A214150,A214450,A214450,A215200,A215200,A215200,A215000,A215000,A215000,A215000,A215000,A215000,A215000,A215000,A215000,A214150,A214150,A214150,A214150,A214150,A214150,A214450,A214450
A083790,A083790,A083790,A083790,A083790,A091700,A091700,A091700,A092040,A092040,A092040,A092040,A092040,A092040,A092040,A092040,A092040,A095700,A095700,A095700,A095700,A095700,A095700,A098460,A098460,A098460,A098460,A098460,A098460,A098460,A098460,A099190,A100120,A100120,A100120,A099190,A099190,A099190,A099190,A099190,A099190,A098460,A098460,A098460,A095700,A095610,A095700,A100120,A100120,A100120,A100120,A100120,A100120,A115960,A115960,A115960,A119860,A119860,A119860,A115960,A115960,A115960,A115960,A115960,A115960,A143240,A143240,A143240,A143240,A143240,A143240,A140860,A141080,A140860,A140860,A141080,A144510,A145020,A145020,A145020,A151910,A151910,A151910,A178320,A178320,A178320,A178320,A178320,A178320,A195940,A195940,A195940,A195940,A196170,A196170,A200130,A200130,A200130,A200130,A200130,A200130,A214370,A214370,A214370,A214370,A215000,A215000,A215600,A215600,A215600,A215200,A215200,A215200,A215200,A215200,A215200,A215200,A215200,A215200,A214370,A214370,A214370,A214370,A214370,A214370,A215000,A215000
A084110,A084110,A084110,A084110,A084110,A092040,A092040,A092040,A092070,A092070,A092070,A095340,A095340,A095340,A095340,A095340,A095340,A096530,A096530,A096530,A096530,A096530,A096530,A099190,A099190,A099190,A099190,A099190,A099190,A099190,A099190,A100120,A100130,A100130,A100130,A100120,A100120,A100120,A100120,A100120,A100120,A100120,A100120,A100120,A096530,A095700,A096530,A102940,A102940,A104830,A104830,A104830,A104830,A122870,A122870,A122870,A122870,A122870,A122870,A119860,A119860,A119860,A119860,A119860,A119860,A144510,A144510,A144510,A144510,A144510,A144510,A141080,A144510,A141080,A141080,A144510,A145020,A151910,A151910,A151910,A166090,A166090,A166090,A182400,A182400,A182400,A182400,A182400,A182400,A196170,A196170,A196170,A196170,A200130,A200130,A205470,A205470,A205470,A205470,A205470,A205470,A214450,A214450,A214450,A214450,A215200,A215200,A218410,A218410,A218410,A215600,A215600,A215600,A218410,A218410,A218410,A218410,A218410,A218410,A214450,A214450,A214450,A214450,A214450,A214450,A215200,A215200
A084370,A084370,A084370,A084370,A084370,A092070,A092070,A092070,A094840,A094840,A094840,A095660,A095660,A095660,A095660,A095660,A095660,A098460,A098460,A098460,A098460,A098460,A098460,A100120,A100120,A100120,A100120,A100120,A100120,A100120,A100120,A100130,A102710,A102710,A102710,A100130,A100130,A100130,A100130,A100130,A100130,A100130,A100130,A100130,A098460,A096530,A098460,A104830,A104830,A108230,A108230,A108230,A108230,A122990,A122990,A122990,A122990,A122990,A122990,A122870,A122870,A122870,A122870,A122870,A122870,A145020,A145020,A145020,A145020,A145020,A145020,A144510,A145020,A144510,A144510,A145020,A166090,A166090,A166090,A166090,A178320,A178320,A178320,A183300,A183300,A183300,A183300,A183300,A183300,A200130,A200130,A200130,A200130,A205470,A205470,A213420,A213420,A213420,A213420,A213420,A213420,A215000,A215000,A215000,A215000,A215600,A215600,A222080,A222080,A222080,A218410,A218410,A218410,A222080,A222080,A222080,A222080,A222080,A222080,A215000,A215000,A215000,A215000,A215000,A215000,A218410,A218410
A084990,A084990,A084990,A084990,A084990,A094840,A094840,A094840,A095340,A095340,A095340,A095700,A095700,A095700,A095700,A095700,A095700,A099190,A099190,A099190,A099190,A099190,A099190,A100130,A100130,A100130,A100130,A100130,A100130,A100130,A100130,A102710,A102940,A102940,A102940,A102710,A102710,A102710,A102710,A102710,A102710,A102940,A102940,A102940,A100120,A098460,A100120,A108230,A108230,A108320,A108320,A108320,A108320,A138080,A138080,A138080,A138080,A138080,A138080,A122990,A122990,A122990,A122990,A122990,A122990,A178320,A178320,A178320,A178320,A178320,A178320,A145020,A166090,A145020,A145020,A166090,A175250,A178320,A178320,A178320,A183300,A183300,A183300,A189300,A189300,A189300,A189300,A189300,A189300,A206650,A206650,A206650,A206650,A206650,A206650,A214150,A214150,A214150,A214150,A214150,A214150,A215200,A215200,A215200,A215200,A218410,A218410,A222800,A222800,A222800,A222080,A222080,A222080,A222800,A222800,A222800,A222800,A222800,A222800,A215200,A215200,A215200,A215200,A215200,A215200,A222080,A222080
A085370,A085370,A085370,A085370,A085370,A095340,A095340,A095340,A095660,A095660,A095660,A096530,A096530,A096530,A096530,A096530,A096530,A100120,A100120,A100120,A100120,A100120,A100120,A102710,A102710,A102710,A102710,A102710,A102710,A102710,A102710,A102940,A104830,A104830,A104830,A102940,A102940,A102940,A102940,A102940,A102940,A104830,A104830,A104830,A100130,A100120,A100130,A108320,A108320,A112040,A112040,A112040,A112040,A140410,A140410,A140410,A140410,A140410,A140410,A138080,A138080,A138080,A138080,A138080,A138080,A178920,A178920,A178920,A178920,A178920,A178920,A166090,A175250,A166090,A166090,A175250,A178320,A183300,A183300,A183300,A183490,A183490,A183490,A194480,A194480,A194480,A194480,A194480,A194480,A213420,A213420,A213420,A213420,A213420,A213420,A214370,A214370,A214370,A214370,A214370,A214370,A215600,A215600,A215600,A215600,A222080,A222080,A225570,A225570,A225570,A222800,A222800,A222800,A225570,A225570,A225570,A225570,A225570,A225570,A218410,A218410,A218410,A218410,A218410,A218410,A222800,A222800
A085660,A085660,A085660,A085660,A085660,A095660,A095660,A095660,A095700,A095700,A095700,A098460,A098460,A098460,A098460,A098460,A098460,A100130,A100130,A100130,A100130,A100130,A100130,A102940,A102940,A102940,A102940,A102940,A102940,A102940,A102940,A104830,A108230,A108230,A108230,A104830,A104830,A104830,A104830,A104830,A104830,A108230,A108230,A108230,A102940,A100130,A102940,A112040,A112040,A115450,A115450,A115450,A115450,A141080,A141080,A141080,A141080,A141080,A141080,A140410,A140410,A140410,A140410,A140410,A140410,A182400,A182400,A182400,A182400,A182400,A182400,A175250,A178320,A175250,A175250,A178320,A182400,A183490,A183490,A183490,A194480,A194480,A194480,A195940,A195940,A195940,A195940,A195940,A195940,A214150,A214150,A214150,A214150,A214150,A214150,A214450,A214450,A214450,A214450,A214450,A214450,A218410,A218410,A218410,A218410,A222800,A222800,A237690,A237690,A237690,A225570,A225570,A225570,A232140,A232140,A232140,A232140,A232140,A232140,A222080,A222080,A222080,A222080,A222080,A222080,A225570,A225570
A086450,A086450,A086450,A086450,A086450,A095700,A095700,A095700,A096530,A096530,A096530,A099190,A099190,A099190,A099190,A099190,A099190,A102710,A102710,A102710,A102710,A102710,A102710,A104830,A104830,A104830,A104830,A104830,A104830,A104830,A104830,A108230,A108320,A108320,A108320,A108230,A108230,A108230,A108230,A108230,A108230,A108320,A108320,A108320,A104830,A102940,A104830,A115450,A115450,A115960,A115960,A115960,A115960,A143240,A143240,A143240,A143240,A143240,A143240,A141080,A141080,A141080,A141080,A141080,A141080,A183490,A183490,A183490,A183490,A183490,A183490,A178320,A178920,A178320,A178320,A182400,A183490,A194480,A194480,A194480,A195940,A195940,A195940,A196170,A196170,A196170,A196170,A196170,A196170,A214370,A214370,A214370,A214370,A214370,A214370,A215000,A215000,A215000,A215000,A215000,A215000,A222080,A222080,A222080,A222080,A225570,A225570,A240810,A240810,A240810,A237690,A237690,A237690,A237690,A237690,A237690,A237690,A237690,A237690,A222800,A222800,A222800,A222800,A222800,A222800,A226950,A226950
A086900,A086900,A086900,A086900,A086900,A096530,A096530,A096530,A098460,A098460,A098460,A100120,A100120,A100120,A100120,A100120,A100120,A102940,A102940,A102940,A102940,A102940,A102940,A108230,A108230,A108230,A108230,A108230,A108230,A108230,A108230,A108320,A108790,A108790,A108790,A108320,A108320,A108320,A108320,A108320,A108320,A108790,A108790,A108790,A108230,A104830,A108230,A115960,A115960,A122870,A122870,A122870,A122870,A144510,A144510,A144510,A144510,A144510,A144510,A143240,A143240,A143240,A143240,A143240,A143240,A192440,A192440,A192440,A192440,A192440,A192440,A178920,A182400,A182400,A182400,A183490,A192440,A195940,A195940,A195940,A196170,A196170,A196170,A200130,A200130,A200130,A200130,A200130,A200130,A214450,A214450,A214450,A214450,A214450,A214450,A215200,A215200,A215200,A215200,A215200,A215200,A222800,A222800,A222800,A222800,A230240,A230240,A247540,A247540,A247540,A240810,A240810,A240810,A240810,A240810,A240810,A240810,A240810,A240810,A225570,A225570,A225570,A225570,A225570,A225570,A232140,A232140
A086980,A086980,A086980,A086980,A086980,A098460,A098460,A098460,A099190,A099190,A099190,A100130,A100130,A100130,A100130,A100130,A100130,A104830,A104830,A104830,A104830,A104830,A104830,A108320,A108320,A108320,A108320,A108320,A108320,A108320,A108320,A108790,A109610,A109610,A109610,A108790,A108790,A108790,A108790,A108790,A108790,A112040,A112040,A112040,A108320,A108230,A108320,A122870,A122870,A122990,A122990,A122990,A122990,A145020,A145020,A145020,A145020,A145020,A145020,A144510,A144510,A144510,A144510,A144510,A144510,A194700,A194700,A194700,A194700,A194700,A194700,A182400,A183490,A183490,A183490,A192440,A194480,A196170,A196170,A196170,A200130,A200130,A200130,A206650,A206650,A206650,A206650,A206650,A206650,A215000,A215000,A215000,A215000,A215000,A215000,A215600,A215600,A215600,A215600,A215600,A215600,A225570,A225570,A225570,A225570,A237690,A237690,A253450,A253450,A253450,A247540,A247540,A247540,A241710,A241710,A241710,A241710,A241710,A241710,A232140,A232140,A232140,A232140,A232140,A232140,A237690,A237690
A091700,A091700,A091700,A091700,A091700,A099190,A099190,A099190,A100120,A100120,A100120,A100700,A100700,A100700,A100700,A100700,A100700,A108230,A108230,A108230,A108230,A108230,A108230,A108790,A108790,A108790,A108790,A108790,A108790,A108790,A108790,A109610,A112040,A112040,A112040,A112040,A112040,A112040,A112040,A112040,A112040,A115450,A115450,A115450,A108790,A108320,A108790,A122990,A122990,A140410,A140410,A140410,A140410,A178320,A178320,A178320,A178320,A178320,A178320,A145020,A145020,A145020,A145020,A145020,A145020,A196170,A196170,A196170,A196170,A196170,A196170,A183490,A192440,A192440,A192440,A194480,A196170,A200130,A200130,A200130,A204270,A204270,A204270,A213420,A213420,A213420,A213420,A213420,A213420,A215200,A215200,A215200,A215200,A215200,A215200,A218410,A218410,A218410,A218410,A218410,A218410,A230240,A230240,A230240,A230240,A240810,A240810,A257720,A257720,A257720,A253450,A253450,A253450,A247540,A247540,A247540,A247540,A247540,A247540,A237690,A237690,A237690,A237690,A237690,A237690,A240810,A240810
A092040,A092040,A092040,A092040,A092040,A100120,A100120,A100120,A100130,A100130,A100130,A102710,A102710,A102710,A102710,A102710,A102710,A108320,A108320,A108320,A108320,A108320,A108320,A109610,A109610,A109610,A109610,A109610,A109610,A109610,A109610,A112040,A114570,A114570,A114570,A115450,A115450,A115450,A115450,A115450,A115450,A115960,A115960,A115960,A112040,A108790,A112040,A140410,A140410,A141080,A141080,A141080,A141080,A178920,A178920,A178920,A178920,A178920,A178920,A178320,A178320,A178320,A178320,A178320,A178320,A200130,A200130,A200130,A200130,A200130,A200130,A192440,A194480,A194480,A194480,A196170,A200130,A204270,A204270,A204270,A206650,A206650,A206650,A214150,A214150,A214150,A214150,A214150,A214150,A215600,A215600,A215600,A215600,A215600,A215600,A222080,A222080,A222080,A222080,A222080,A222080,A237690,A237690,A237690,A237690,A247540,A247540,A263750,A263750,A263750,A257720,A257720,A257720,A253450,A253450,A253450,A253450,A253450,A253450,A240810,A240810,A240810,A240810,A240810,A240810,A241710,A241710
A092070,A092070,A092070,A092070,A092070,A100130,A100130,A100130,A100700,A100700,A100700,A102940,A102940,A102940,A102940,A102940,A102940,A108790,A108790,A108790,A108790,A108790,A108790,A112040,A112040,A112040,A112040,A112040,A112040,A112040,A112040,A114570,A115450,A115450,A115450,A115960,A115960,A115960,A115960,A115960,A115960,A119610,A119610,A119610,A115450,A112040,A115450,A141080,A141080,A144510,A144510,A144510,A144510,A182400,A182400,A182400,A182400,A182400,A182400,A178920,A178920,A178920,A178920,A178920,A178920,A200230,A200230,A200230,A200230,A200230,A200230,A194480,A196170,A196170,A196170,A200130,A200230,A206650,A206650,A206650,A213420,A213420,A213420,A214370,A214370,A214370,A214370,A214370,A214370,A218410,A218410,A218410,A218410,A218410,A218410,A222800,A222800,A222800,A222800,A222800,A222800,A240810,A240810,A240810,A240810,A253450,A253450,A267980,A267980,A267980,A263750,A263750,A263750,A253590,A253590,A253590,A253590,A253590,A253590,A241710,A241710,A241710,A241710,A241710,A241710,A247540,A247540
A093920,A093920,A093920,A093920,A093920,A100700,A100700,A100700,A102710,A102710,A102710,A104830,A104830,A104830,A104830,A104830,A104830,A109610,A109610,A109610,A109610,A109610,A109610,A114570,A114570,A114570,A114570,A114570,A114570,A114570,A114570,A115450,A115960,A115960,A115960,A119610,A119610,A119610,A119610,A119610,A119610,A121440,A121440,A121440,A115960,A115450,A115960,A144510,A144510,A145020,A145020,A145020,A145020,A183490,A183490,A183490,A183490,A183490,A183490,A182400,A182400,A182400,A182400,A182400,A182400,A204270,A204270,A204270,A204270,A204270,A204270,A196170,A200130,A200130,A200130,A200230,A204270,A213420,A213420,A213420,A214150,A214150,A214150,A214450,A214450,A214450,A214450,A214450,A214450,A222080,A222080,A222080,A222080,A222080,A222080,A225570,A225570,A225570,A225570,A225570,A225570,A247540,A247540,A247540,A247540,A263750,A263750,A272290,A272290,A272290,A267980,A267980,A267980,A257720,A257720,A257720,A257720,A257720,A257720,A247540,A247540,A247540,A247540,A247540,A247540,A251970,A251970
A094840,A094840,A094840,A094840,A094840,A102710,A102710,A102710,A102940,A102940,A102940,A108230,A108230,A108230,A108230,A108230,A108230,A112040,A112040,A112040,A112040,A112040,A112040,A115450,A115450,A115450,A115450,A115450,A115450,A115450,A115450,A115960,A119610,A119610,A119610,A121440,A121440,A121440,A121440,A121440,A121440,A122870,A122870,A122870,A119610,A115960,A119610,A145020,A145020,A178920,A178920,A178920,A178920,A192440,A192440,A192440,A192440,A192440,A192440,A183490,A183490,A183490,A183490,A183490,A183490,A213420,A213420,A213420,A213420,A213420,A213420,A200130,A200230,A200230,A200230,A204270,A206650,A214150,A214150,A214150,A214370,A214370,A214370,A215000,A215000,A215000,A215000,A215000,A215000,A222800,A222800,A222800,A222800,A222800,A222800,A230240,A230240,A230240,A230240,A230240,A230240,A253450,A253450,A253450,A253450,A267980,A267980,A277810,A277810,A277810,A272290,A272290,A272290,A263750,A263750,A263750,A263750,A263750,A263750,A253450,A253450,A253450,A253450,A253450,A253450,A253450,A253450
A095340,A095340,A095340,A095340,A095340,A102940,A102940,A102940,A104830,A104830,A104830,A108320,A108320,A108320,A108320,A108320,A108320,A114120,A114120,A114120,A114120,A114120,A114120,A115960,A115960,A115960,A115960,A115960,A115960,A115960,A115960,A119610,A121440,A121440,A121440,A122870,A122870,A122870,A122870,A122870,A122870,A140410,A140410,A140410,A121440,A119610,A121440,A178920,A178920,A182400,A182400,A182400,A182400,A196170,A196170,A196170,A196170,A196170,A196170,A192440,A192440,A192440,A192440,A192440,A192440,A214150,A214150,A214150,A214150,A214150,A214150,A200230,A204270,A204270,A204270,A206650,A213420,A214450,A214450,A214450,A214450,A214450,A214450,A215200,A215200,A215200,A215200,A215200,A215200,A225570,A225570,A225570,A225570,A225570,A225570,A235980,A235980,A235980,A235980,A235980,A235980,A263750,A263750,A263750,A263750,A272290,A272290,A278280,A278280,A278280,A277810,A277810,A277810,A267980,A267980,A267980,A267980,A267980,A267980,A253590,A253590,A253590,A253590,A253590,A253590,A253590,A253590
A095660,A095660,A095660,A095660,A095660,A104830,A104830,A104830,A108230,A108230,A108230,A108790,A108790,A108790,A108790,A108790,A108790,A114570,A114570,A114570,A114570,A114570,A114570,A119610,A119610,A119610,A119610,A119610,A119610,A119610,A119610,A121440,A122870,A122870,A122870,A141080,A141080,A141080,A141080,A141080,A141080,A141080,A141080,A141080,A122870,A121440,A122870,A182400,A182400,A183490,A183490,A183490,A183490,A200130,A200130,A200130,A200130,A200130,A200130,A196170,A196170,A196170,A196170,A196170,A196170,A214370,A214370,A214370,A214370,A214370,A214370,A204270,A213420,A213420,A213420,A213420,A214150,A215200,A215200,A215200,A215200,A215200,A215200,A218410,A218410,A218410,A218410,A218410,A218410,A235980,A235980,A235980,A235980,A235980,A235980,A237690,A237690,A237690,A237690,A237690,A237690,A267980,A267980,A267980,A267980,A277810,A277810,A281740,A281740,A281740,A278280,A278280,A278280,A272290,A272290,A272290,A272290,A272290,A272290,A257720,A257720,A257720,A257720,A257720,A257720,A257720,A257720
A095700,A095700,A095700,A095700,A095700,A108230,A108230,A108230,A108320,A108320,A108320,A112040,A112040,A112040,A112040,A112040,A112040,A115450,A115450,A115450,A115450,A115450,A115450,A121440,A121440,A121440,A121440,A121440,A121440,A121440,A121440,A122870,A123100,A123100,A123100,A144510,A144510,A144510,A144510,A144510,A144510,A144510,A144510,A144510,A140410,A122870,A140410,A183490,A183490,A192440,A192440,A192440,A192440,A200230,A200230,A200230,A200230,A200230,A200230,A200130,A200130,A200130,A200130,A200130,A200130,A214450,A214450,A214450,A214450,A214450,A214450,A213420,A214150,A214150,A214150,A214150,A214450,A218410,A218410,A218410,A218410,A218410,A218410,A222080,A222080,A222080,A222080,A222080,A222080,A237690,A237690,A237690,A237690,A237690,A237690,A240810,A240810,A240810,A240810,A240810,A240810,A272290,A272290,A272290,A272290,A278280,A278280,A287410,A287410,A287410,A281740,A281740,A281740,A277810,A277810,A277810,A277810,A277810,A277810,A263750,A263750,A263750,A263750,A263750,A263750,A263750,A263750
A096530,A096530,A096530,A096530,A096530,A108320,A108320,A108320,A108790,A108790,A108790,A114120,A114120,A114120,A114120,A114120,A114120,A115960,A115960,A115960,A115960,A115960,A115960,A122870,A122870,A122870,A122870,A122870,A122870,A122870,A122870,A123100,A130960,A130960,A130960,A145020,A145020,A145020,A145020,A145020,A145020,A145020,A145020,A145020,A141080,A140410,A141080,A192440,A192440,A196170,A196170,A196170,A196170,A213420,A213420,A213420,A213420,A213420,A213420,A200230,A200230,A200230,A200230,A200230,A200230,A215000,A215000,A215000,A215000,A215000,A215000,A214150,A214450,A214450,A214450,A214450,A215200,A222080,A222080,A222080,A222080,A222080,A222080,A222800,A222800,A222800,A222800,A222800,A222800,A240810,A240810,A240810,A240810,A240810,A240810,A247540,A247540,A247540,A247540,A247540,A247540,A277810,A277810,A277810,A277810,A281740,A281740,A290650,A290650,A290650,A290650,A290650,A290650,A278280,A278280,A278280,A278280,A278280,A278280,A267980,A267980,A267980,A267980,A267980,A267980,A272290,A272290
A098460,A098460,A098460,A098460,A098460,A108790,A108790,A108790,A112040,A112040,A112040,A114570,A114570,A114570,A114570,A114570,A114570,A119610,A119610,A119610,A119610,A119610,A119610,A130960,A130960,A130960,A130960,A130960,A130960,A130960,A130960,A130960,A136480,A136480,A136480,A168330,A168330,A168330,A168330,A168330,A168330,A168330,A168330,A168330,A144510,A141080,A144510,A196170,A196170,A200130,A200130,A200130,A200130,A214150,A214150,A214150,A214150,A214150,A214150,A213420,A213420,A213420,A213420,A213420,A213420,A215200,A215200,A215200,A215200,A215200,A215200,A214450,A215200,A215200,A215200,A215200,A218410,A222800,A222800,A222800,A222800,A222800,A222800,A225570,A225570,A225570,A225570,A225570,A225570,A243070,A243070,A243070,A243070,A243070,A243070,A253450,A253450,A253450,A253450,A253450,A253450,A278280,A278280,A278280,A278280,A287410,A287410,A293490,A293490,A293490,A293490,A293490,A293490,A281740,A281740,A281740,A281740,A281740,A281740,A272290,A272290,A272290,A272290,A272290,A272290,A277810,A277810
A099190,A099190,A099190,A099190,A099190,A112040,A112040,A112040,A114120,A114120,A114120,A115160,A115160,A115160,A115160,A115160,A115160,A121440,A121440,A121440,A121440,A121440,A121440,A136480,A136480,A136480,A136480,A136480,A136480,A136480,A136480,A136480,A141080,A141080,A141080,A174900,A174900,A174900,A174900,A174900,A174900,A178920,A178920,A178920,A145020,A144510,A145020,A200130,A200130,A200230,A200230,A200230,A200230,A214450,A214450,A214450,A214450,A214450,A214450,A214150,A214150,A214150,A214150,A214150,A214150,A218410,A218410,A218410,A218410,A218410,A218410,A215200,A218410,A218410,A218410,A218410,A222080,A230360,A230360,A230360,A230360,A230360,A230360,A235980,A235980,A235980,A235980,A235980,A235980,A247540,A247540,A247540,A247540,A247540,A247540,A263750,A263750,A263750,A263750,A263750,A263750,A281740,A281740,A281740,A281740,A290650,A290650,A298380,A298380,A298380,A298380,A298380,A298380,A290650,A290650,A290650,A290650,A290650,A290650,A277810,A277810,A277810,A277810,A277810,A277810,A278280,A278280
A100120,A100120,A100120,A100120,A100120,A114120,A114120,A114120,A114570,A114570,A114570,A115450,A115450,A115450,A115450,A115450,A115450,A122870,A122870,A122870,A122870,A122870,A122870,A141080,A141080,A141080,A141080,A141080,A141080,A141080,A141080,A141080,A145020,A145020,A145020,A178920,A178920,A178920,A178920,A178920,A178920,A182400,A182400,A182400,A178920,A145020,A178920,A200230,A200230,A213420,A213420,A213420,A213420,A215000,A215000,A215000,A215000,A215000,A215000,A214370,A214370,A214370,A214370,A214370,A214370,A222080,A222080,A222080,A222080,A222080,A222080,A218410,A222080,A222080,A222080,A222080,A222800,A235980,A235980,A235980,A235980,A235980,A235980,A237690,A237690,A237690,A237690,A237690,A237690,A253450,A253450,A253450,A253450,A253450,A253450,A267980,A267980,A267980,A267980,A267980,A267980,A287410,A287410,A287410,A287410,A293490,A293490,A299030,A299030,A299030,A299030,A299030,A299030,A293490,A293490,A293490,A293490,A293490,A293490,A278280,A278280,A278280,A278280,A278280,A278280,A281740,A281740
A100130,A100130,A100130,A100130,A100130,A114570,A114570,A114570,A115160,A115160,A115160,A119610,A119610,A119610,A119610,A119610,A119610,A123420,A123420,A123420,A123420,A123420,A123420,A145020,A145020,A145020,A145020,A145020,A145020,A145020,A145020,A145020,A168330,A168330,A168330,A182400,A182400,A182400,A182400,A182400,A182400,A183490,A183490,A183490,A182400,A178920,A182400,A213420,A213420,A214450,A214450,A214450,A214450,A215200,A215200,A215200,A215200,A215200,A215200,A214450,A214450,A214450,A214450,A214450,A214450,A230360,A230360,A230360,A230360,A230360,A230360,A222080,A222800,A222800,A222800,A222800,A230360,A237690,A237690,A237690,A237690,A237690,A237690,A240810,A240810,A240810,A240810,A240810,A240810,A256840,A256840,A256840,A256840,A256840,A256840,A272290,A272290,A272290,A272290,A272290,A272290,A290650,A290650,A290650,A290650,A294090,A294090,A310210,A310210,A310210,A310210,A310210,A310210,A298380,A298380,A298380,A298380,A298380,A298380,A281740,A281740,A281740,A281740,A281740,A281740,A290650,A290650
A100700,A100700,A100700,A100700,A100700,A115160,A115160,A115160,A119610,A119610,A119610,A121440,A121440,A121440,A121440,A121440,A121440,A130960,A130960,A130960,A130960,A130960,A130960,A160550,A160550,A160550,A160550,A160550,A160550,A168330,A168330,A168330,A178920,A178920,A178920,A192080,A192080,A192080,A192080,A192080,A192080,A192080,A192080,A192080,A183490,A182400,A183490,A214450,A214450,A215200,A215200,A215200,A215200,A215360,A215360,A215360,A215360,A215360,A215360,A215000,A215000,A215000,A215000,A215000,A215000,A235980,A235980,A235980,A235980,A235980,A235980,A222800,A230360,A230360,A230360,A230360,A235980,A240810,A240810,A240810,A240810,A240810,A240810,A243070,A243070,A243070,A243070,A243070,A243070,A263750,A263750,A263750,A263750,A263750,A263750,A277810,A277810,A277810,A277810,A277810,A277810,A293490,A293490,A293490,A293490,A298380,A298380,A319660,A319660,A319660,A319660,A319660,A319660,A310210,A310210,A310210,A310210,A310210,A310210,A290650,A290650,A290650,A290650,A290650,A290650,A293490,A293490
