20100104,20100201,20100302,20100401,20100503,20100601,20100701,20100802,20100901,20101001,20101101,20101201,20110103,20110201,20110302,20110401,20110502,20110601,20110701,20110801,20110901,20111004,20111101,20111201,20120102,20120201,20120302,20120402,20120502,20120601,20120702,20120801,20120903,20121002,20121101,20121203,20130102,20130201,20130304,20130401,20130502,20130603,20130701,20130801,20130902,20131001,20131101,20131202,20140102,20140203,20140303,20140401,20140502,20140602,20140701,20140801,20140901,20141001,20141103,20141201,20150102,20150202,20150302,20150401,20150504,20150601,20150701,20150803,20150901,20151001,20151102,20151201,20160104,20160201,20160302,20160401,20160502,20160601,20160701,20160801,20160901,20161004,20161101,20161201,20170102,20170201,20170302,20170403,20170502,20170601,20170703,20170801,20170901,20171010,20171101,20171201,20180102,20180201,20180302,20180402,20180502,20180601,20180702,20180801,20180903,20181001,20181101,20181203,20190102,20190201,20190304,20190401,20190502,20190603,20190701,20190801,20190902,20191001,20191101,20191202,20200102,20200203,20200302,20200401,20200504,20200601,20200701,20200803,20200901,20201005,20201102,20201201,20210104,20210201,20210302,20210401,20210503,20210601,20210701,20210802,20210901,20211001,20211101,20211201,20220103,20220203,20220302,20220401,20220502,20220602,20220701,20220801,20220901,20221004,20221101,20221201,20230102,20230201,20230302,20230403,20230502,20230601,20230703,20230801,20230901,20231004,20231101,20231201,20240102,20240201,20240304,20240401,20240502,20240603,20240701,20240801,20240902,20241002,20241101,20241202,20250102,20250203,20250304,20250401,20250502,20250602,20250701,20250801,20250901,20251001,20251103,20251201,20260102,20260202
A004150,A004150,A004150,A004150,A004150,A004150,A004150,A004150,A004150,A004170,A004170,A004170,A004170,A004150,A004150,A004150,A004150,A004150,A004800,A004800,A004800,A004800,A004800,A004800,A004800,A004800,A004800,A004800,A004800,A004800,A005090,A005090,A005090,A005090,A005090,A005090,A005090,A005180,A005180,A005180,A005380,A005380,A005830,A005830,A005690,A005690,A005740,A005740,A005740,A005740,A005740,A005740,A005740,A005740,A005830,A005830,A005830,A005850,A005850,A005830,A005830,A005830,A005830,A005850,A005930,A005930,A005930,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A005830,A005830,A005830,A005830,A005830,A005830,A005740,A005740,A005740,A005740,A005740,A005740,A006260,A006260,A006260,A006360,A006360,A006360,A006360,A006360,A006360,A006400,A006400,A006400,A006650,A006650,A006650,A006650,A006650,A006650,A006800,A006800,A006840,A006840,A006840,A006840,A006840,A006840,A006840,A006840,A006840,A006840,A006840,A006840,A006840,A006840,A006840,A006840,A008560,A008560,A008560,A008770,A008770,A008770,A008770,A008770,A008770,A008770,A008770,A008770,A009150,A009150,A009150,A009240,A009240,A009240,A009540,A009540,A009540,A009540,A009540,A009540,A010060,A010060,A010060,A010060,A010060,A010060,A010120,A010130,A010130,A010140,A010140,A010140,A010130,A010130,A010130,A010130,A010130,A010130,A009970,A009970,A009970,A009970,A009970,A009970,A009970,A009970,A009970,A009970,A009970,A009970,A010120,A010120,A010120,A010120,A010120,A010120,A010130,A010130,A010130,A010130,A010130,A010130,A010130,A010130
A004170,A004170,A004170,A004170,A004170,A004170,A004170,A004170,A004170,A004370,A004370,A004370,A004370,A004170,A004170,A004170,A004170,A004170,A004940,A004940,A004940,A004940,A004940,A004940,A004940,A004940,A004940,A004940,A004940,A004940,A005180,A005180,A005180,A005180,A005180,A005180,A005180,A005300,A005300,A005300,A005490,A005490,A005850,A005850,A005830,A005830,A005830,A005830,A005830,A005830,A005830,A005830,A005830,A005830,A005850,A005850,A005850,A005930,A005930,A005850,A005850,A005850,A005850,A005930,A005940,A005940,A005940,A006120,A006120,A006120,A006120,A006120,A006120,A006120,A006120,A006120,A006120,A006120,A005850,A005850,A005850,A005850,A005850,A005850,A005830,A005830,A005830,A005830,A005830,A005830,A006280,A006280,A006280,A006400,A006400,A006400,A006400,A006400,A006400,A006650,A006650,A006650,A006800,A006800,A006800,A006800,A006800,A006800,A006840,A006840,A007070,A007070,A007070,A007070,A007070,A007070,A007070,A007070,A007070,A007070,A007070,A007070,A007070,A007070,A007070,A007070,A008770,A008770,A008770,A008930,A008930,A008930,A008930,A008930,A008930,A008930,A008930,A008930,A009240,A009240,A009240,A009420,A009420,A009420,A009830,A009830,A009830,A009830,A009830,A009830,A010120,A010120,A010120,A010120,A010120,A010120,A010130,A010140,A010140,A010620,A010620,A010620,A010140,A010140,A010140,A010140,A010140,A010140,A010060,A010060,A010060,A010060,A010060,A010060,A010060,A010060,A010060,A010060,A010060,A010060,A010130,A010130,A010130,A010130,A010130,A010130,A010140,A010140,A010140,A010140,A010140,A010140,A010140,A010140
A004370,A004370,A004370,A004370,A004370,A004370,A004370,A004370,A004370,A004430,A004430,A004430,A004430,A004370,A004370,A004370,A004370,A004370,A004990,A004990,A004990,A004990,A004990,A004990,A004990,A004990,A004990,A004990,A004990,A004990,A005300,A005300,A005300,A005300,A005300,A005300,A005300,A005380,A005380,A005380,A005690,A005690,A005930,A005930,A005850,A005850,A005850,A005850,A005850,A005850,A005850,A005850,A005850,A005850,A005930,A005930,A005930,A005940,A005940,A005930,A005930,A005930,A005930,A005940,A005950,A005950,A006120,A006260,A006260,A006260,A006260,A006260,A006260,A006260,A006260,A006260,A006260,A006260,A005930,A005930,A005930,A005930,A005930,A005930,A005850,A005850,A005850,A005850,A005850,A005850,A006360,A006360,A006360,A006650,A006650,A006650,A006650,A006650,A006650,A006800,A006800,A006800,A006840,A006840,A006840,A006840,A006840,A006840,A007070,A007070,A007310,A007310,A007310,A007310,A007310,A007310,A007310,A007310,A007310,A007310,A007310,A007310,A007310,A007310,A007310,A007310,A008930,A008930,A008930,A009150,A009150,A009150,A009150,A009150,A009150,A009150,A009150,A009150,A009420,A009420,A009420,A009540,A009540,A009540,A009900,A009900,A009900,A009900,A009900,A009900,A010130,A010130,A010130,A010130,A010130,A010130,A010140,A010620,A010620,A010780,A010780,A010780,A010620,A010620,A010620,A010620,A010620,A010620,A010120,A010120,A010120,A010120,A010120,A010120,A010120,A010120,A010120,A010120,A010120,A010120,A010140,A010140,A010140,A010140,A010140,A010140,A010620,A010620,A010620,A010620,A010620,A010950,A010950,A010950
A004490,A004490,A004490,A004490,A004490,A004490,A004430,A004430,A004430,A004490,A004490,A004490,A004490,A004430,A004430,A004430,A004430,A004430,A005090,A005090,A005090,A005090,A005090,A005090,A005090,A005090,A005090,A005090,A005090,A005090,A005380,A005380,A005380,A005380,A005380,A005380,A005380,A005490,A005490,A005490,A005830,A005830,A005940,A005940,A005930,A005930,A005930,A005930,A005930,A005930,A005930,A005930,A005930,A005930,A005940,A005940,A005940,A005950,A005950,A005940,A005940,A005940,A005940,A006120,A006120,A006120,A006260,A006280,A006280,A006280,A006280,A006280,A006280,A006280,A006280,A006280,A006280,A006280,A005940,A005940,A005940,A005940,A005940,A005940,A005930,A005930,A005930,A005930,A005930,A005930,A006400,A006400,A006400,A006800,A006800,A006800,A006800,A006800,A006800,A006840,A006840,A006840,A007070,A007070,A007070,A007070,A007070,A007070,A007310,A007310,A007570,A007570,A007570,A007570,A007570,A007570,A007570,A007570,A007570,A007570,A007570,A007570,A007570,A007570,A007570,A007570,A009150,A009150,A009150,A009240,A009240,A009240,A009240,A009240,A009240,A009240,A009240,A009240,A009540,A009540,A009540,A009830,A009830,A009830,A010060,A010060,A010060,A010060,A010060,A010060,A010140,A010140,A010140,A010140,A010140,A010140,A010620,A010780,A010780,A010950,A010950,A010950,A010780,A010780,A010780,A010780,A010780,A010780,A010130,A010130,A010130,A010130,A010130,A010130,A010130,A010130,A010130,A010130,A010130,A010130,A010620,A010620,A010620,A010620,A010620,A010620,A010950,A010950,A010950,A010950,A010950,A011070,A011070,A011070
A004710,A004710,A004710,A004710,A004710,A004710,A004490,A004490,A004490,A004710,A004710,A004710,A004710,A004490,A004490,A004490,A004490,A004490,A005180,A005180,A005180,A005180,A005180,A005180,A005180,A005180,A005180,A005180,A005180,A005180,A005490,A005490,A005490,A005490,A005490,A005490,A005490,A005690,A005690,A005690,A005850,A005850,A005950,A005950,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A005950,A005950,A005950,A006120,A006120,A005950,A005950,A005950,A005950,A006260,A006260,A006260,A006280,A006400,A006400,A006400,A006400,A006400,A006400,A006400,A006400,A006400,A006400,A006400,A006120,A006120,A006120,A006120,A006120,A006120,A005940,A005940,A005940,A005940,A005940,A005940,A006650,A006650,A006650,A006840,A006840,A006840,A006840,A006840,A006840,A007070,A007070,A007070,A007310,A007310,A007310,A007310,A007310,A007310,A007570,A007570,A008060,A008060,A008060,A008060,A008060,A008060,A008060,A008060,A008060,A008060,A008060,A008060,A008060,A008060,A008060,A008060,A009240,A009240,A009240,A009410,A009410,A009410,A009410,A009410,A009410,A009410,A009410,A009410,A009830,A009830,A009830,A010060,A010060,A010060,A010120,A010120,A010120,A010120,A010120,A010120,A010620,A010620,A010620,A010620,A010620,A010620,A010780,A010950,A010950,A011070,A011070,A011070,A010950,A010950,A010950,A010950,A010950,A010950,A010140,A010140,A010140,A010140,A010140,A010140,A010140,A010140,A010140,A010140,A010140,A010140,A010950,A010950,A010950,A010950,A010950,A010950,A011070,A011070,A011070,A011070,A011070,A011170,A011170,A011170
A004800,A004800,A004800,A004800,A004800,A004800,A004710,A004710,A004710,A004800,A004800,A004800,A004800,A004710,A004710,A004710,A004710,A004710,A005300,A005300,A005300,A005300,A005300,A005300,A005300,A005300,A005300,A005300,A005300,A005300,A005690,A005690,A005690,A005690,A005690,A005690,A005690,A005850,A005850,A005850,A005930,A005930,A006120,A006120,A005950,A005950,A005950,A005950,A005950,A005950,A005950,A005950,A005950,A005950,A006120,A006120,A006120,A006260,A006260,A006120,A006120,A006120,A006120,A006280,A006280,A006280,A006400,A006650,A006650,A006650,A006650,A006650,A006650,A006650,A006650,A006650,A006650,A006650,A006260,A006260,A006260,A006260,A006260,A006260,A006120,A006120,A006120,A006120,A006120,A006120,A006800,A006800,A006800,A007070,A007070,A007070,A007070,A007070,A007070,A007310,A007310,A007310,A007570,A007570,A007570,A007570,A007570,A007570,A008060,A008060,A008560,A008560,A008560,A008560,A008560,A008560,A008560,A008560,A008560,A008560,A008560,A008560,A008560,A008560,A008560,A008560,A009410,A009410,A009410,A009420,A009420,A009420,A009420,A009420,A009420,A009420,A009420,A009420,A010060,A010060,A010060,A010120,A010120,A010120,A010130,A010130,A010130,A010130,A010130,A010130,A010780,A010780,A010780,A010780,A010780,A010780,A010950,A011070,A011070,A011170,A011170,A011170,A011070,A011070,A011070,A011070,A011070,A011070,A010620,A010620,A010620,A010620,A010620,A010620,A010620,A010620,A010620,A010620,A010620,A010620,A011070,A011070,A011070,A011070,A011070,A011070,A011170,A011170,A011170,A011170,A011170,A011200,A011200,A011200
A004940,A004940,A004940,A004940,A004890,A004890,A004800,A004800,A004800,A004940,A004940,A004940,A004940,A004800,A004800,A004800,A004800,A004800,A005380,A005380,A005380,A005380,A005380,A005380,A005380,A005380,A005380,A005380,A005380,A005380,A005850,A005850,A005850,A005850,A005850,A005850,A005850,A005930,A005930,A005930,A005940,A005940,A006260,A006260,A006120,A006120,A006120,A006120,A006120,A006120,A006120,A006120,A006120,A006120,A006260,A006260,A006260,A006280,A006280,A006260,A006260,A006260,A006260,A006380,A006380,A006380,A006650,A006800,A006800,A006800,A006800,A006800,A006800,A006800,A006800,A006800,A006800,A006800,A006280,A006280,A006280,A006280,A006280,A006280,A006260,A006260,A006260,A006260,A006260,A006260,A006840,A006840,A006840,A007310,A007310,A007310,A007310,A007310,A007310,A007570,A007570,A007570,A008060,A008060,A008060,A008060,A008060,A008060,A008560,A008560,A008770,A008770,A008770,A008770,A008770,A008770,A008770,A008770,A008770,A008770,A008770,A008770,A008770,A008770,A008770,A008770,A009420,A009420,A009420,A009540,A009540,A009540,A009540,A009540,A009540,A009540,A009540,A009540,A010120,A010120,A010120,A010130,A010130,A010130,A010140,A010140,A010140,A010140,A010140,A010140,A010950,A010950,A010950,A010950,A010950,A010950,A011070,A011170,A011170,A011200,A011200,A011200,A011170,A011170,A011170,A011170,A011170,A011170,A010780,A010780,A010780,A010780,A010780,A010780,A010950,A010950,A010950,A010950,A010950,A010950,A011170,A011170,A011170,A011170,A011170,A011170,A011200,A011200,A011200,A011200,A011200,A011210,A011210,A011210
A004990,A004990,A004990,A004990,A004940,A004940,A004940,A004940,A004940,A004990,A004990,A004990,A004990,A004940,A004940,A004940,A004940,A004940,A005490,A005490,A005490,A005490,A005490,A005490,A005490,A005490,A005490,A005490,A005490,A005490,A005930,A005930,A005930,A005930,A005930,A005930,A005930,A005940,A005940,A005940,A005950,A005950,A006280,A006280,A006260,A006260,A006260,A006260,A006260,A006260,A006260,A006260,A006260,A006260,A006280,A006280,A006280,A006380,A006380,A006280,A006280,A006280,A006280,A006400,A006400,A006400,A006800,A007070,A007070,A007070,A007070,A007070,A007070,A007070,A007070,A007070,A007070,A007070,A006400,A006400,A006400,A006400,A006400,A006400,A006280,A006280,A006280,A006280,A006280,A006280,A007070,A007070,A007070,A007340,A007340,A007340,A007570,A007570,A007570,A008060,A008060,A008060,A008560,A008560,A008560,A008560,A008560,A008560,A008770,A008770,A008930,A008930,A008930,A008930,A008930,A008930,A008930,A008930,A008930,A008930,A008930,A008930,A008930,A008930,A008930,A008930,A009540,A009540,A009540,A009830,A009830,A009830,A009830,A009830,A009830,A009830,A009830,A009830,A010130,A010130,A010130,A010140,A010140,A010140,A010620,A010620,A010620,A010620,A010620,A010620,A011070,A011070,A011070,A011070,A011070,A011070,A011170,A011200,A011200,A011210,A011210,A011210,A011200,A011200,A011200,A011200,A011200,A011200,A010950,A010950,A010950,A010950,A010950,A010950,A011070,A011070,A011070,A011070,A011070,A011070,A011200,A011200,A011200,A011200,A011200,A011200,A011210,A011210,A011210,A011210,A011210,A011780,A011780,A011780
A005090,A005090,A005090,A005090,A004990,A004990,A004990,A004990,A004990,A005090,A005090,A005090,A005090,A004990,A004990,A004990,A004990,A004990,A005680,A005680,A005680,A005680,A005680,A005680,A005680,A005680,A005680,A005680,A005680,A005680,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A005950,A005950,A005950,A006120,A006120,A006360,A006360,A006280,A006280,A006280,A006280,A006280,A006280,A006280,A006280,A006280,A006280,A006380,A006380,A006380,A006400,A006400,A006380,A006380,A006380,A006380,A006650,A006650,A006650,A007070,A007310,A007310,A007310,A007310,A007310,A007310,A007310,A007310,A007310,A007310,A007310,A006650,A006650,A006650,A006650,A006650,A006650,A006400,A006400,A006400,A006400,A006400,A006400,A007310,A007310,A007310,A007570,A007570,A007570,A008060,A008060,A008060,A008560,A008560,A008560,A008770,A008770,A008770,A008770,A008770,A008770,A008930,A008930,A009150,A009150,A009150,A009150,A009150,A009150,A009150,A009150,A009150,A009150,A009150,A009150,A009150,A009150,A009150,A009150,A009830,A009830,A009830,A010060,A010060,A010060,A010060,A010060,A010060,A010060,A010060,A010060,A010140,A010140,A010140,A010620,A010620,A010620,A010780,A010780,A010780,A010780,A010780,A010780,A011170,A011170,A011170,A011170,A011170,A011170,A011200,A011210,A011210,A011780,A011780,A011780,A011210,A011210,A011210,A011210,A011210,A011210,A011070,A011070,A011070,A011070,A011070,A011070,A011170,A011170,A011170,A011170,A011170,A011170,A011210,A011210,A011210,A011210,A011210,A011210,A011780,A011780,A011780,A011780,A011780,A011790,A011790,A011790
A005180,A005180,A005180,A005180,A005090,A005090,A005090,A005090,A005090,A005180,A005180,A005180,A005180,A005090,A005090,A005090,A005090,A005090,A005850,A005850,A005850,A005850,A005850,A005850,A005850,A005850,A005850,A005850,A005850,A005850,A005950,A005950,A005950,A005950,A005950,A005950,A005950,A006120,A006120,A006120,A006260,A006260,A006380,A006380,A006360,A006360,A006360,A006360,A006360,A006360,A006360,A006360,A006360,A006360,A006400,A006400,A006400,A006650,A006650,A006400,A006400,A006400,A006400,A006800,A006800,A006800,A007310,A007340,A007340,A007340,A007340,A007340,A007340,A007340,A007340,A007340,A007340,A007340,A006800,A006800,A006800,A006800,A006800,A006800,A006650,A006650,A006650,A006650,A006650,A006650,A007340,A007340,A007340,A008060,A008060,A008060,A008560,A008560,A008560,A008770,A008770,A008770,A008930,A008930,A008930,A008930,A008930,A008930,A009150,A009150,A009240,A009240,A009240,A009240,A009240,A009240,A009240,A009240,A009240,A009240,A009240,A009240,A009240,A009240,A009240,A009240,A010060,A010060,A010060,A010120,A010120,A010120,A010120,A010120,A010120,A010120,A010120,A010120,A010620,A010620,A010620,A010780,A010780,A010780,A010950,A010950,A010950,A010950,A010950,A010950,A011200,A011200,A011200,A011200,A011200,A011200,A011210,A011780,A011780,A011790,A011790,A011790,A011780,A011780,A011780,A011780,A011780,A011780,A011170,A011170,A011170,A011170,A011170,A011170,A011200,A011200,A011200,A011200,A011200,A011200,A011780,A011780,A011780,A011780,A011780,A011780,A011790,A011790,A011790,A011790,A011790,A012330,A012330,A012330
A005270,A005270,A005270,A005270,A005180,A005180,A005180,A005180,A005180,A005270,A005270,A005270,A005270,A005180,A005180,A005180,A005180,A005180,A005930,A005930,A005930,A005930,A005930,A005930,A005930,A005930,A005930,A005930,A005930,A005930,A006120,A006120,A006120,A006120,A006120,A006120,A006120,A006260,A006260,A006260,A006280,A006280,A006400,A006400,A006380,A006380,A006380,A006380,A006380,A006380,A006380,A006380,A006380,A006380,A006650,A006650,A006650,A006800,A006800,A006650,A006650,A006650,A006650,A007070,A007070,A007070,A007340,A007570,A007570,A007570,A007570,A007570,A007570,A007570,A007570,A007570,A007570,A007570,A007070,A007070,A007070,A007070,A007070,A007070,A006800,A006800,A006800,A006800,A006800,A006800,A007570,A007570,A007570,A008560,A008560,A008560,A008770,A008770,A008770,A008930,A008930,A008930,A009150,A009150,A009150,A009150,A009150,A009150,A009240,A009240,A009420,A009420,A009420,A009420,A009420,A009420,A009420,A009420,A009420,A009420,A009420,A009420,A009420,A009420,A009420,A009420,A010120,A010120,A010120,A010130,A010130,A010130,A010130,A010130,A010130,A010130,A010130,A010130,A010780,A010780,A010780,A010950,A010950,A010950,A011070,A011070,A011070,A011070,A011070,A011070,A011210,A011210,A011210,A011210,A011210,A011210,A011780,A011790,A011790,A012330,A012330,A012330,A011790,A011790,A011790,A011790,A011790,A011790,A011200,A011200,A011200,A011200,A011200,A011200,A011210,A011210,A011210,A011210,A011210,A011210,A011790,A011790,A011790,A011790,A011790,A011790,A012330,A012330,A012330,A012330,A012330,A012450,A012450,A012450
A005280,A005280,A005280,A005280,A005270,A005270,A005270,A005270,A005270,A005280,A005280,A005280,A005280,A005270,A005270,A005270,A005270,A005270,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A005940,A006260,A006260,A006260,A006260,A006260,A006260,A006260,A006280,A006280,A006280,A006360,A006360,A006650,A006650,A006400,A006400,A006400,A006400,A006400,A006400,A006400,A006400,A006400,A006400,A006800,A006800,A006800,A007070,A007070,A006800,A006800,A006800,A006800,A007310,A007310,A007310,A007570,A007690,A007690,A007690,A007690,A007690,A007690,A007690,A007690,A007690,A007690,A007690,A007210,A007210,A007210,A007210,A007210,A007210,A007070,A007070,A007070,A007070,A007070,A007070,A008060,A008060,A008060,A008770,A008770,A008770,A008930,A008930,A008930,A009150,A009150,A009150,A009240,A009240,A009240,A009240,A009240,A009240,A009420,A009420,A009540,A009540,A009540,A009540,A009540,A009540,A009540,A009540,A009540,A009540,A009540,A009540,A009540,A009540,A009540,A009540,A010130,A010130,A010130,A010140,A010140,A010140,A010140,A010140,A010140,A010140,A010140,A010140,A010950,A010950,A010950,A011070,A011070,A011070,A011170,A011170,A011170,A011170,A011170,A011170,A011780,A011780,A011780,A011780,A011780,A011780,A011790,A012330,A012330,A012450,A012450,A012450,A012330,A012330,A012330,A012330,A012330,A012330,A011210,A011210,A011210,A011210,A011210,A011210,A011780,A011780,A011780,A011780,A011780,A011780,A012330,A012330,A012330,A012330,A012330,A012330,A012450,A012450,A012450,A012450,A012450,A012630,A0126Z0,A0126Z0
